Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akto,com.akto.parsers,TestDump2,testParameterizedURLsTest,Magic Number,The method contains a magic number: 3,225
akto,com.akto.parsers,TestDump2,testParameterizedURLsTest,Magic Number,The method contains a magic number: 2,225
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 2,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 30,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 5,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 10,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 2,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 10,269
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Magic Number,The method contains a magic number: 29,269
akto,com.akto.parsers,TestDump2,testURLMatch,Long Statement,"The length of the statement ""String url=""https://amazonpay.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Famazonpay.amazon.in%2Fv1%2Finitiate-payment%3FredirectUrl%3Dhttps%253A%252F%252Fsandbox.juspay.in%252Fv2%252Fpay%252Fresponse-amazonpay%252Fmpl_qa%26payload%3DqpZtIG4rQa0Ru6HR1RSOlDtxA61%252BVNb0WLLwzMgLnsStcLU9nD%252FbQ2XZLKvWNqdViQ5YZujSRCPagD%252FVME0JWyl3fhlh1s69%252FCaKfQiDnTg42Ofgqxj5CN86Mv45MhbmzJFVZ0JRM1yECFrLkdLnGJOr4c%252FZQoWJ3CeRGl3XcYF807JC%252F0iidvC62N3qQm97ketMo9af%252FQjTL4NTOkzPVwv1bNeI%252F8Ea5uQxWtBdZATV6ogzHgFMeM4tzcbJY5E0XxeTjhJ1SijDXLtgSOoERFCPxLzudyb9%252B2IoF9cxNWb8yi9RJuqn%252BMvU4BC%252FFrgJaLn9DJ9r4RE%253D%26iv%3DE2XGT7As7Kdo50sj%26key%3DFoXRG7XfML%252B9UAO88iH7hfSyNfNbhgdPT7d3%252F8G%252B9sqovuZOct4ZNf88yR%252FtgbRedAsVG%252BZJHjeOHlKlFZoomrm2IWweysOvMQrDyIL35hT2NUoG4ZCG94ZFC2b7TII4XEFId%252Bkpj0qMUreKQafh0NXu2jg58ogzAWgpU5uskZBUg3WDITJMQXdGqaOPO6gooIEtKmLV6gQx4%252F%252B9K18XKofG2fZQ5bNlvpuFbyn4%252Brs3J%252BtJxPsxnuSiPrJwGEk36rDjhW1LOgssrAAUv%252BSfExHQ3KfmFnBdbK2rWM0CkwgYZ95cteVxRDl7f7SdpgBCmrlVVcPvM2moUiWOTW9aHA%253D%253D&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amazon_pay_in_mobile&openid.mode=checkid_setup&marketPlaceId=A3FDG49KKM823Y&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=amzn_pay_in&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.pape.max_auth_age=5400&siteState=clientContext%3D257-1861896-6931844%2CsourceUrl%3Dhttps%253A%252F%252Famazonpay.amazon.in%252Fv1%252Finitiate-payment%253FredirectUrl%253Dhttps%25253A%25252F%25252Fsandbox.juspay.in%25252Fv2%25252Fpay%25252Fresponse-amazonpay%25252Fmpl_qa%2526payload%253DqpZtIG4rQa0Ru6HR1RSOlDtxA61%25252BVNb0WLLwzMgLnsStcLU9nD%25252FbQ2XZLKvWNqdViQ5YZujSRCPagD%25252FVME0JWyl3fhlh1s69%25252FCaKfQiDnTg42Ofgqxj5CN86Mv45MhbmzJFVZ0JRM1yECFrLkdLnGJOr4c%25252FZQoWJ3CeRGl3XcYF807JC%25252F0iidvC62N3qQm97ketMo9af%25252FQjTL4NTOkzPVwv1bNeI%25252F8Ea5uQxWtBdZATV6ogzHgFMeM4tzcbJY5E0XxeTjhJ1SijDXLtgSOoERFCPxLzudyb9%25252B2IoF9cxNWb8yi9RJuqn%25252BMvU4BC%25252FFrgJaLn9DJ9r4RE%25253D%2526iv%253DE2XGT7As7Kdo50sj%2526key%253DFoXRG7XfML%25252B9UAO88iH7hfSyNfNbhgdPT7d3%25252F8G%25252B9sqovuZOct4ZNf88yR%25252FtgbRedAsVG%25252BZJHjeOHlKlFZoomrm2IWweysOvMQrDyIL35hT2NUoG4ZCG94ZFC2b7TII4XEFId%25252Bkpj0qMUreKQafh0NXu2jg58ogzAWgpU5uskZBUg3WDITJMQXdGqaOPO6gooIEtKmLV6gQx4%25252F%25252B9K18XKofG2fZQ5bNlvpuFbyn4%25252Brs3J%25252BtJxPsxnuSiPrJwGEk36rDjhW1LOgssrAAUv%25252BSfExHQ3KfmFnBdbK2rWM0CkwgYZ95cteVxRDl7f7SdpgBCmrlVVcPvM2moUiWOTW9aHA%25253D%25253D%2Csignature%3Dj2BY7ki63y4rphlJZ6WQZhGj2F5fMyEj3D"";"" is 2591.",309
akto,com.akto.parsers,TestDump2,testURLInvalidMatch,Long Statement,"The length of the statement ""String url=""htt://amazonpay.amazon.in/ap/signin?openid.return_to=https%3A%2F%2Famazonpay.amazon.in%2Fv1%2Finitiate-payment%3FredirectUrl%3D"";"" is 141.",315
akto,com.akto.parsers,TestDump2,test2,Magic Number,The method contains a magic number: 3,321
akto,com.akto.parsers,TestDump2,test2,Magic Number,The method contains a magic number: 3,321
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""JWT""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""PHONE_NUMBER""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 135.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""CREDIT_CARD""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 134.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""IP_ADDRESS""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 133.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""EMAIL""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 128.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""SSN""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""UUID""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 127.",48
akto,com.akto.parsers,TestDBSync,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""URL""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",48
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 5,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 2,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 30,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 30,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 2,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 30,73
akto,com.akto.parsers,TestDBSync,testParameterizedURL,Magic Number,The method contains a magic number: 3,73
akto,com.akto.parsers,TestDBSync,testImmediateSync,Magic Number,The method contains a magic number: 2,107
akto,com.akto.parsers,TestDBSync,testImmediateSync,Magic Number,The method contains a magic number: 30,107
akto,com.akto.parsers,TestDBSync,testImmediateSync,Magic Number,The method contains a magic number: 40,107
akto,com.akto.parsers,TestDBSync,testImmediateSync,Magic Number,The method contains a magic number: 10,107
akto,com.akto.parsers,TestDBSync,testImmediateSync,Magic Number,The method contains a magic number: 10,107
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 10,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 40,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 10,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 2,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 2,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 3,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 3,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 4,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 4,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 2,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 2,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 3,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 3,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 4,141
akto,com.akto.parsers,TestDBSync,testAllPaths,Magic Number,The method contains a magic number: 4,141
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 30,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 30,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInvalidMergeParameterizedURL,Magic Number,The method contains a magic number: 123,192
akto,com.akto.parsers,TestDBSync,testInitialiseFilters,Magic Number,The method contains a magic number: 10000,224
akto,com.akto.parsers,TestDBSync,testInitialiseFilters,Magic Number,The method contains a magic number: 2,224
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 200,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 1000,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 200,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 1000,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 2,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 1000,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsIpHost,Magic Number,The method contains a magic number: 1000,247
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Long Statement,"The length of the statement ""List<HttpResponseParams> filterHttpResponseParamsList=httpCallParser.filterHttpResponseParams(Collections.singletonList(h1));"" is 125.",273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 200,273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 2,273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 200,273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 3,273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 400,273
akto,com.akto.parsers,TestDBSync,testFilterHttpResponseParamsWithoutHost,Magic Number,The method contains a magic number: 2,273
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 200,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 2,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 2,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 200,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 3,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 2,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 200,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 4,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 3,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 4,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 200,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 1234,334
akto,com.akto.parsers,TestDBSync,testFilterResponseParamsWithHost,Magic Number,The method contains a magic number: 6,334
akto,com.akto.parsers,TestDBSync,testCollisionHostNameCollection,Magic Number,The method contains a magic number: 200,447
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""JWT""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""PHONE_NUMBER""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 135.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""CREDIT_CARD""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 134.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""IP_ADDRESS""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 133.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""EMAIL""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 128.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""SSN""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""UUID""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 127.",29
akto,com.akto.parsers,TestMergingNew,testInitializer,Long Statement,"The length of the statement ""SingleTypeInfo.aktoDataTypeMap.put(""URL""`new AktoDataType(null`false`null`0`new IgnoreData(new HashMap<>()`new HashSet<>())));"" is 126.",29
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 50,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 3,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 10,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 10,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 15,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 15,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 20,40
akto,com.akto.parsers,TestMergingNew,testMultipleIntegerMerging,Magic Number,The method contains a magic number: 123,40
akto,com.akto.parsers,TestMergingNew,getStaticURLsSize,Magic Number,The method contains a magic number: 123,77
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Long Statement,"The length of the statement ""parser.syncFunction(Collections.singletonList(createDifferentHttpResponseParams(10000`url + ""avneesh@akto.io"" + ""/subproduct/""+ ""avneesh@akto.io""+ ""/subitem/""+ ""avneesh@akto.io""+ ""/id/""+ ""112""))`false`true);"" is 207.",83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Long Statement,"The length of the statement ""URLTemplate urlTemplate=APICatalogSync.createUrlTemplate(url + ""STRING"" + ""/subproduct/""+ ""STRING""+ ""/subitem/""+ ""STRING""+ ""/id/""+ ""INTEGER""`URLMethods.Method.GET);"" is 164.",83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 25,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 100,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 2,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 123,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 3,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 10,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 10000,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 123,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 2,83
akto,com.akto.parsers,TestMergingNew,testmultipleUUIDForceMerge,Magic Number,The method contains a magic number: 2,83
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Long Statement,"The length of the statement ""parser.syncFunction(Collections.singletonList(createDifferentHttpResponseParams(10000`url + ""avneesh@akto.io"" + ""/received""))`false`true);"" is 138.",140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 50,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 100,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 2,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 123,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 3,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 10,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 10000,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 123,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 2,140
akto,com.akto.parsers,TestMergingNew,testUUIDForceMerge,Magic Number,The method contains a magic number: 2,140
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 50,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 23,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 23,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 23,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 28,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 28,190
akto,com.akto.parsers,TestMergingNew,testParameterizedURLsTestString,Magic Number,The method contains a magic number: 33,190
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Long Statement,"The length of the statement ""String a=""{\""path\"": \""https://invoices.razorpay.com/v1/l/inv_\""` \""method\"": \""POST\""` \""type\"": \""HTTP/1.1\""` \""requestHeaders\"": \""{\\\""X-Killbill-ApiKey\\\"": \\\""mplgaming\\\""` \\\""Authorization\\\"": \\\""Basic somerandom=\\\""` \\\""X-Killbill-ApiSecret\\\"": \\\""something\\\""` \\\""Accept\\\"": \\\""application/json\\\""` \\\""X-MPL-COUNTRYCODE\\\"": \\\""IN\\\""` \\\""X-Killbill-CreatedBy\\\"": \\\""test-payment\\\""` \\\""Content-type\\\"": \\\""application/json\\\""}\""` \""requestPayload\"": \""{}\""` \""statusCode\"": \""200\""` \""responseHeaders\"": \""{\\\""Date\\\"": \\\""Mon` 18 Apr 2022 13:05:16 GMT\\\""` \\\""Content-Type\\\"": \\\""application/json\\\""` \\\""Transfer-Encoding\\\"": \\\""chunked\\\""` \\\""Connection\\\"": \\\""keep-alive\\\""` \\\""Server\\\"": \\\""Apache-Coyote/1.1\\\""` \\\""Access-Control-Allow-Origin\\\"": \\\""*\\\""` \\\""Access-Control-Allow-Methods\\\"": \\\""GET` POST` DELETE` PUT` OPTIONS\\\""` \\\""Access-Control-Allow-Headers\\\"": \\\""Authorization`Content-Type`Location`X-Killbill-ApiKey`X-Killbill-ApiSecret`X-Killbill-Comment`X-Killbill-CreatedBy`X-Killbill-Pagination-CurrentOffset`X-Killbill-Pagination-MaxNbRecords`X-Killbill-Pagination-NextOffset`X-Killbill-Pagination-NextPageUri`X-Killbill-Pagination-TotalNbRecords`X-Killbill-Reason\\\""` \\\""Access-Control-Expose-Headers\\\"": \\\""Authorization`Content-Type`Location`X-Killbill-ApiKey`X-Killbill-ApiSecret`X-Killbill-Comment`X-Killbill-CreatedBy`X-Killbill-Pagination-CurrentOffset`X-Killbill-Pagination-MaxNbRecords`X-Killbill-Pagination-NextOffset`X-Killbill-Pagination-NextPageUri`X-Killbill-Pagination-TotalNbRecords`X-Killbill-Reason\\\""` \\\""Access-Control-Allow-Credentials\\\"": \\\""true\\\""}\""` \""status\"": \""OK\""` \""responsePayload\"": \""aaaaa\""` \""ip\"": \""\""` \""time\"": \""1650287116\""` \""akto_account_id\"": \""1000000\""` \""akto_vxlan_id\"": 123` \""source\"": \""OTHER\""}"";"" is 1840.",222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 30,222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 10,222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 10,222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 25,222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 25,222
akto,com.akto.parsers,TestMergingNew,testNonJsonResponsePayloadPayload,Magic Number,The method contains a magic number: 30,222
